idade,renda,propriedadeCasa,tempoEmpregado,intensaoInvestimento,grauInvestimento,valorInvestimento,taxaJuros,situacaoInvestimento,retornoInvestimento,jaInvesteOunao,tempoInvestimento
25,50000,HIPOTECA,2.0,PERSONAL,A,10000,7.9,0,0.2,N,4
23,75000,HIPOTECA,5.0,PERSONAL,B,5000,11.12,0,0.07,N,2
25,30720,ALUGUEL,6.0,MÉDICO,B,10000,10.37,1,0.33,N,3
26,41892,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,C,11300,13.22,0,0.27,Y,4
26,18700,ALUGUEL,2.0,MÉDICO,A,1500,5.42,0,0.08,N,3
23,58000,OUTROS,0.0,RISCO,B,16000,12.21,0,0.28,N,4
23,34000,PRÓPRIO,7.0,EDUCAÇÃO,A,10950,7.29,0,0.32,N,2
22,29100,ALUGUEL,2.0,RISCO,D,6250,16.07,1,0.21,N,4
23,149385,PRÓPRIO,7.0,PERSONAL,A,7000,8.94,0,0.05,N,2
23,36000,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,B,9000,11.11,0,0.25,N,4
26,76668,ALUGUEL,10.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7200,9.63,0,0.09,N,4
25,155004,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10500,7.49,0,0.07,N,3
24,46800,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,6.99,0,0.26,N,3
21,46800,HIPOTECA,,MÉDICO,A,5000,7.51,0,0.11,N,4
25,85000,ALUGUEL,9.0,MELHORIA DE CASA,A,5750,7.29,0,0.07,N,3
26,58000,ALUGUEL,0.0,MELHORIA DE CASA,B,20000,10.25,1,0.34,N,4
25,47412,HIPOTECA,0.0,EDUCAÇÃO,A,6500,8.59,0,0.14,N,3
22,45000,ALUGUEL,3.0,EDUCAÇÃO,B,5000,11.11,0,0.11,N,4
22,25200,ALUGUEL,1.0,EDUCAÇÃO,B,4000,,0,0.16,N,3
26,41400,ALUGUEL,5.0,MÉDICO,B,7300,9.45,0,0.18,N,2
24,45000,HIPOTECA,3.0,RISCO,C,15000,13.06,0,0.33,N,3
23,21000,ALUGUEL,6.0,EDUCAÇÃO,A,7500,6.91,1,0.36,N,2
23,46800,PRÓPRIO,7.0,RISCO,C,9000,,0,0.19,N,4
21,65000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,2200,12.42,0,0.03,N,3
23,38800,ALUGUEL,2.0,EDUCAÇÃO,A,14575,,1,0.38,N,2
23,30000,HIPOTECA,3.0,EDUCAÇÃO,B,4500,10.62,0,0.15,N,4
23,69996,PRÓPRIO,2.0,RISCO,B,10000,,0,0.14,N,3
24,23000,ALUGUEL,1.0,MÉDICO,C,5000,,0,0.22,N,4
24,75000,HIPOTECA,5.0,MELHORIA DE CASA,A,12000,5.99,0,0.16,N,4
26,38400,ALUGUEL,7.0,RISCO,C,3200,13.49,0,0.08,N,2
24,72400,HIPOTECA,4.0,EDUCAÇÃO,E,25000,17.99,0,0.35,Y,2
24,74900,HIPOTECA,8.0,MELHORIA DE CASA,A,3500,6.39,0,0.05,N,3
23,72000,HIPOTECA,6.0,MELHORIA DE CASA,C,12000,13.61,1,0.17,N,4
25,60000,PRÓPRIO,8.0,RISCO,B,14000,11.12,0,0.23,N,2
25,18000,ALUGUEL,3.0,EDUCAÇÃO,C,8500,10.28,1,0.47,Y,4
24,35000,ALUGUEL,8.0,PERSONAL,A,5000,7.88,0,0.14,N,3
24,70000,HIPOTECA,1.0,MELHORIA DE CASA,B,9000,11.83,0,0.13,N,3
26,16428,ALUGUEL,0.0,MÉDICO,C,2400,12.23,0,0.15,N,3
21,32400,ALUGUEL,2.0,RISCO,C,10000,13.23,1,0.31,Y,3
23,82500,HIPOTECA,0.0,PERSONAL,A,5000,8.49,0,0.06,N,2
24,88000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,F,30000,18.62,1,0.34,N,3
26,150000,HIPOTECA,3.0,RISCO,B,25000,9.99,0,0.17,N,4
23,21000,ALUGUEL,2.0,RISCO,C,3000,12.68,0,0.14,N,3
25,67000,ALUGUEL,9.0,PERSONAL,C,5000,13.92,1,0.07,Y,4
22,28000,ALUGUEL,6.0,PERSONAL,B,1000,10.25,1,0.04,N,3
26,33600,ALUGUEL,4.0,PERSONAL,D,3300,15.65,0,0.1,Y,2
25,120000,ALUGUEL,1.0,MELHORIA DE CASA,A,12000,,0,0.1,N,3
25,54000,ALUGUEL,,MELHORIA DE CASA,D,12000,16.77,1,0.22,N,2
22,65000,HIPOTECA,4.0,EDUCAÇÃO,A,9000,9.63,0,0.14,N,3
22,72204,ALUGUEL,2.0,EDUCAÇÃO,C,6700,13.47,0,0.09,Y,4
23,36000,ALUGUEL,7.0,PERSONAL,C,1200,13.99,0,0.03,N,3
21,60000,HIPOTECA,5.0,EDUCAÇÃO,A,6000,6.91,0,0.1,N,2
24,54996,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,12500,12.87,0,0.23,N,2
25,16000,ALUGUEL,0.0,PERSONAL,A,3200,9.32,1,0.2,N,4
21,90000,ALUGUEL,3.0,EDUCAÇÃO,B,4800,9.62,0,0.05,N,2
24,72000,ALUGUEL,5.0,MELHORIA DE CASA,B,8000,10.0,0,0.11,N,2
22,34992,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,,0,0.14,N,2
24,112500,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,8600,13.11,0,0.08,N,4
26,40000,ALUGUEL,10.0,PERSONAL,D,6925,15.99,0,0.17,N,4
25,42000,ALUGUEL,2.0,RISCO,D,10000,14.91,1,0.24,N,2
22,36000,HIPOTECA,0.0,PERSONAL,B,12375,,0,0.34,N,3
23,89000,ALUGUEL,7.0,EDUCAÇÃO,C,7000,,0,0.08,Y,3
21,46000,ALUGUEL,2.0,PERSONAL,D,5200,17.27,1,0.11,Y,3
22,30000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3000,11.49,0,0.1,N,3
23,26000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7800,10.59,0,0.3,N,3
21,50000,HIPOTECA,5.0,PERSONAL,C,9000,13.49,0,0.18,N,2
22,44094,ALUGUEL,1.0,PERSONAL,A,3600,7.37,0,0.08,N,2
23,30000,ALUGUEL,1.0,MÉDICO,A,8400,,1,0.28,N,2
24,46000,HIPOTECA,8.0,PERSONAL,A,2000,7.66,0,0.04,N,2
22,75000,HIPOTECA,6.0,RISCO,D,25000,14.96,0,0.33,Y,3
22,30000,ALUGUEL,4.0,EDUCAÇÃO,B,10000,11.86,1,0.33,N,4
25,26729,ALUGUEL,5.0,RISCO,B,7300,11.14,0,0.27,N,4
22,115000,HIPOTECA,6.0,EDUCAÇÃO,A,12000,5.99,0,0.1,N,3
22,32400,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5500,,0,0.17,N,2
25,67000,HIPOTECA,9.0,PERSONAL,C,25000,10.91,1,0.37,N,3
25,96000,HIPOTECA,6.0,RISCO,C,21000,14.65,0,0.22,N,4
24,48720,ALUGUEL,,EDUCAÇÃO,C,10000,13.85,0,0.21,Y,3
21,30000,ALUGUEL,2.0,RISCO,B,7000,10.99,0,0.23,N,3
26,175000,ALUGUEL,2.0,EDUCAÇÃO,B,17000,9.88,0,0.1,N,2
25,60000,ALUGUEL,1.0,EDUCAÇÃO,A,10000,,0,0.17,N,4
24,48996,ALUGUEL,5.0,RISCO,C,5000,13.79,0,0.1,N,4
22,52320,HIPOTECA,6.0,EDUCAÇÃO,D,15000,12.86,0,0.29,N,2
26,35000,ALUGUEL,10.0,EDUCAÇÃO,B,12875,,1,0.37,N,3
25,36000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,15000,15.05,1,0.42,Y,2
22,66614,HIPOTECA,6.0,MÉDICO,E,11000,17.99,1,0.14,Y,2
22,16800,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4750,13.85,1,0.28,Y,4
21,61464,HIPOTECA,5.0,MELHORIA DE CASA,C,4000,,1,0.07,Y,2
24,52728,ALUGUEL,4.0,EDUCAÇÃO,A,5000,7.74,0,0.09,N,4
23,55000,PRÓPRIO,6.0,RISCO,C,18500,13.16,0,0.34,N,3
25,48000,ALUGUEL,0.0,MELHORIA DE CASA,F,3200,,1,0.07,Y,4
25,74000,PRÓPRIO,1.0,MÉDICO,A,16000,8.49,0,0.22,N,3
24,82726,HIPOTECA,7.0,MELHORIA DE CASA,C,20000,,0,0.24,N,4
25,5000,ALUGUEL,0.0,EDUCAÇÃO,B,1000,9.64,1,0.2,N,4
26,46800,HIPOTECA,,PERSONAL,D,6000,14.91,0,0.13,Y,3
22,38400,HIPOTECA,,PERSONAL,B,5000,11.49,0,0.13,N,3
22,80000,HIPOTECA,5.0,RISCO,B,9500,11.71,0,0.12,N,3
24,156000,HIPOTECA,8.0,PERSONAL,B,15000,10.25,0,0.1,N,2
24,48000,HIPOTECA,8.0,MÉDICO,A,10000,7.49,0,0.21,N,3
25,43200,ALUGUEL,3.0,RISCO,C,3000,13.8,0,0.07,N,2
25,80000,ALUGUEL,0.0,MÉDICO,B,11200,,0,0.14,N,2
23,81000,ALUGUEL,7.0,EDUCAÇÃO,C,18000,13.98,0,0.22,N,4
25,76000,ALUGUEL,1.0,EDUCAÇÃO,A,5000,7.9,0,0.07,N,3
23,135000,HIPOTECA,1.0,EDUCAÇÃO,D,12500,15.99,0,0.09,N,4
22,55000,HIPOTECA,6.0,EDUCAÇÃO,C,1400,13.49,0,0.03,Y,3
22,27500,ALUGUEL,1.0,EDUCAÇÃO,B,4250,10.99,0,0.15,N,4
25,42000,HIPOTECA,9.0,MÉDICO,A,9100,,0,0.22,N,3
24,43300,HIPOTECA,2.0,EDUCAÇÃO,B,24000,10.62,0,0.55,N,2
25,24996,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,C,2500,12.98,0,0.1,N,4
25,72000,HIPOTECA,9.0,RISCO,A,3200,6.39,0,0.04,N,4
23,138000,HIPOTECA,7.0,RISCO,B,2700,11.86,0,0.02,N,4
26,159960,HIPOTECA,11.0,MELHORIA DE CASA,A,18325,7.49,0,0.11,N,2
24,64000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,F,4000,20.89,1,0.06,Y,2
24,51000,ALUGUEL,7.0,PERSONAL,D,9600,15.31,0,0.19,Y,4
22,30000,ALUGUEL,6.0,EDUCAÇÃO,B,7000,9.62,1,0.23,N,4
22,22000,PRÓPRIO,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,8500,15.05,0,0.39,N,4
24,23500,HIPOTECA,2.0,MELHORIA DE CASA,B,7000,10.38,0,0.3,N,4
26,220836,HIPOTECA,10.0,PERSONAL,B,9000,11.26,0,0.04,N,2
21,19200,PRÓPRIO,0.0,MÉDICO,B,2400,9.91,0,0.13,N,4
25,65000,ALUGUEL,4.0,MELHORIA DE CASA,C,15000,13.49,0,0.23,Y,3
23,65000,HIPOTECA,7.0,EDUCAÇÃO,A,5500,7.88,0,0.08,N,2
26,145000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.99,0,0.07,N,3
22,78700,HIPOTECA,6.0,PERSONAL,A,7000,7.68,1,0.09,N,3
23,21000,PRÓPRIO,2.0,RISCO,C,6000,15.27,0,0.29,N,2
26,24000,ALUGUEL,5.0,MÉDICO,A,6000,6.62,0,0.25,N,2
22,42000,ALUGUEL,0.0,PERSONAL,A,3600,7.37,0,0.09,N,3
24,46704,ALUGUEL,2.0,PERSONAL,B,9000,11.49,0,0.19,N,3
24,65000,HIPOTECA,3.0,EDUCAÇÃO,B,12000,9.91,0,0.18,N,4
22,66000,ALUGUEL,6.0,PERSONAL,C,16800,13.49,0,0.25,Y,2
21,60000,HIPOTECA,2.0,RISCO,B,6000,10.62,0,0.1,N,2
25,30720,HIPOTECA,3.0,MÉDICO,B,2000,11.12,0,0.07,N,4
26,50000,ALUGUEL,10.0,PERSONAL,B,18950,,1,0.38,N,3
23,80000,HIPOTECA,1.0,EDUCAÇÃO,C,12000,13.48,0,0.15,Y,4
22,41000,PRÓPRIO,0.0,PERSONAL,A,1000,6.99,0,0.02,N,2
25,150000,ALUGUEL,2.0,MELHORIA DE CASA,A,8750,7.74,0,0.06,N,2
23,122000,ALUGUEL,7.0,MÉDICO,C,14000,13.48,0,0.11,N,4
22,27996,ALUGUEL,0.0,EDUCAÇÃO,D,2200,15.95,1,0.08,N,3
22,30000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,6000,12.42,0,0.2,N,4
23,30000,ALUGUEL,3.0,PERSONAL,D,3000,15.2,0,0.1,Y,4
21,40000,PRÓPRIO,1.0,PERSONAL,C,15000,13.16,0,0.38,Y,4
22,130000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,14500,,0,0.11,N,2
22,41500,ALUGUEL,6.0,PERSONAL,D,2500,15.62,0,0.06,N,2
24,98000,PRÓPRIO,8.0,RISCO,A,12000,7.49,0,0.12,N,2
26,42000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4500,7.66,0,0.11,N,2
24,65000,HIPOTECA,7.0,RISCO,A,1525,5.42,0,0.02,N,3
21,45000,HIPOTECA,5.0,RISCO,A,18000,7.88,0,0.4,N,2
23,21000,PRÓPRIO,7.0,EDUCAÇÃO,B,7500,12.69,0,0.36,N,2
24,39000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,E,16000,19.91,1,0.41,N,3
24,70000,PRÓPRIO,8.0,PERSONAL,B,24250,12.18,0,0.35,N,2
25,95000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,18000,10.99,0,0.19,N,3
26,51000,HIPOTECA,2.0,RISCO,A,12000,6.17,0,0.24,N,4
26,200000,HIPOTECA,4.0,MÉDICO,C,15000,14.79,0,0.07,N,4
21,65496,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,13250,10.37,0,0.2,N,4
24,34000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,12.18,0,0.29,N,4
22,43000,ALUGUEL,6.0,EDUCAÇÃO,B,13500,10.95,1,0.31,N,4
23,44000,ALUGUEL,2.0,PERSONAL,C,6000,14.22,0,0.14,Y,3
22,39000,ALUGUEL,4.0,EDUCAÇÃO,A,5000,6.99,0,0.13,N,2
22,50004,ALUGUEL,5.0,EDUCAÇÃO,D,5300,14.42,0,0.11,N,2
25,150000,HIPOTECA,9.0,MELHORIA DE CASA,B,20000,8.88,0,0.13,N,4
21,21600,HIPOTECA,6.0,MÉDICO,A,7575,,0,0.35,N,2
25,80000,HIPOTECA,5.0,PERSONAL,A,18000,5.79,0,0.23,N,3
21,25000,PRÓPRIO,0.0,EDUCAÇÃO,B,8800,9.33,0,0.35,N,3
22,120000,HIPOTECA,3.0,RISCO,C,5000,14.79,0,0.04,Y,3
22,50500,PRÓPRIO,6.0,EDUCAÇÃO,B,6000,11.83,0,0.12,N,2
22,49536,HIPOTECA,6.0,EDUCAÇÃO,A,5200,6.62,0,0.1,N,3
24,39000,ALUGUEL,8.0,MÉDICO,D,1500,15.62,0,0.04,Y,3
25,30000,ALUGUEL,4.0,EDUCAÇÃO,C,2000,14.22,0,0.07,N,2
24,39000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5600,5.42,0,0.14,N,4
24,40000,HIPOTECA,2.0,RISCO,B,2500,9.99,0,0.06,N,3
22,60000,HIPOTECA,5.0,RISCO,A,5600,7.49,0,0.09,N,4
25,78000,HIPOTECA,9.0,EDUCAÇÃO,B,14200,11.48,0,0.18,N,3
26,71004,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,D,20000,13.36,1,0.28,N,2
24,130000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,25000,11.83,0,0.19,N,3
24,87000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,25000,10.99,0,0.29,N,4
25,90000,ALUGUEL,9.0,EDUCAÇÃO,B,10000,12.42,0,0.11,N,4
23,30996,PRÓPRIO,2.0,RISCO,B,5000,11.86,0,0.16,N,4
25,87000,HIPOTECA,4.0,RISCO,B,13000,11.26,0,0.15,N,4
25,32000,ALUGUEL,9.0,MÉDICO,E,15000,16.45,1,0.47,Y,2
24,31000,ALUGUEL,2.0,EDUCAÇÃO,C,10000,14.65,1,0.32,Y,3
25,48000,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4800,10.74,0,0.1,N,4
25,60000,HIPOTECA,2.0,EDUCAÇÃO,B,12500,11.49,0,0.21,N,4
23,20124,ALUGUEL,,MÉDICO,C,5950,13.49,0,0.3,Y,3
24,55000,HIPOTECA,8.0,MELHORIA DE CASA,A,5500,8.59,0,0.1,N,4
26,165000,HIPOTECA,10.0,EDUCAÇÃO,C,20000,13.22,0,0.12,Y,2
25,84000,ALUGUEL,0.0,PERSONAL,B,4500,12.18,0,0.05,N,2
25,84000,HIPOTECA,8.0,MÉDICO,B,8500,11.83,0,0.1,N,4
24,33996,ALUGUEL,2.0,EDUCAÇÃO,D,5000,14.96,1,0.15,Y,4
23,30000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4800,7.49,0,0.16,N,4
22,38000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8500,5.42,0,0.22,N,2
21,28776,HIPOTECA,,RISCO,A,8000,8.9,0,0.28,N,2
21,60000,ALUGUEL,3.0,EDUCAÇÃO,B,10000,12.18,0,0.17,N,2
23,80500,ALUGUEL,5.0,RISCO,B,7200,9.25,0,0.09,N,3
25,58650,HIPOTECA,4.0,MÉDICO,D,20000,14.09,1,0.29,Y,4
23,42000,PRÓPRIO,7.0,EDUCAÇÃO,B,4400,11.89,0,0.1,N,4
25,72000,ALUGUEL,,CONSOLIDAÇÃO DE DÍVIDAS,A,17000,7.88,0,0.24,N,3
22,23800,ALUGUEL,2.0,PERSONAL,A,8800,9.32,1,0.37,N,2
23,32400,ALUGUEL,4.0,MÉDICO,A,4500,7.49,0,0.14,N,3
24,60140,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,8.59,0,0.12,N,4
21,36000,ALUGUEL,3.0,MÉDICO,C,18500,10.91,1,0.51,N,2
23,50000,ALUGUEL,4.0,RISCO,B,18225,10.74,1,0.36,N,3
26,130000,ALUGUEL,0.0,MELHORIA DE CASA,C,4550,13.57,0,0.04,Y,4
21,35000,PRÓPRIO,2.0,EDUCAÇÃO,A,11000,7.88,0,0.31,N,3
23,70000,HIPOTECA,4.0,PERSONAL,C,6000,13.16,0,0.09,Y,4
25,33772,ALUGUEL,3.0,RISCO,D,3600,16.02,1,0.11,Y,3
21,65000,ALUGUEL,0.0,RISCO,B,12000,11.71,0,0.18,N,3
25,55000,ALUGUEL,7.0,MELHORIA DE CASA,C,8500,14.22,0,0.15,Y,3
22,43600,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,D,10000,14.96,1,0.23,N,2
22,50004,HIPOTECA,0.0,EDUCAÇÃO,E,11000,15.68,0,0.22,Y,3
25,48000,HIPOTECA,9.0,EDUCAÇÃO,C,7000,12.09,0,0.15,Y,2
24,40000,ALUGUEL,6.0,EDUCAÇÃO,A,5000,6.17,0,0.13,N,2
25,23198,ALUGUEL,2.0,RISCO,A,6000,8.0,0,0.26,N,2
22,48000,ALUGUEL,3.0,RISCO,A,4000,,0,0.08,N,3
23,84000,ALUGUEL,0.0,EDUCAÇÃO,A,12500,6.54,0,0.15,N,4
23,63000,HIPOTECA,7.0,EDUCAÇÃO,A,20000,7.9,0,0.32,N,3
22,57996,HIPOTECA,2.0,RISCO,B,2500,12.53,0,0.04,N,4
24,75000,PRÓPRIO,8.0,RISCO,B,29800,,0,0.4,N,3
20,188004,HIPOTECA,4.0,PERSONAL,A,2000,8.59,0,0.01,N,2
25,39000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,C,3000,13.99,0,0.08,N,2
24,85000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7750,11.12,0,0.09,N,4
26,125000,HIPOTECA,10.0,PERSONAL,A,10200,7.49,0,0.08,N,2
24,54000,HIPOTECA,5.0,PERSONAL,A,11000,5.42,0,0.2,N,2
23,55000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,10200,12.73,0,0.19,N,2
24,141000,PRÓPRIO,8.0,EDUCAÇÃO,A,10000,7.49,0,0.07,N,2
22,35100,ALUGUEL,0.0,EDUCAÇÃO,C,1000,13.98,0,0.03,Y,3
24,20400,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,C,7550,14.79,1,0.37,Y,3
22,37000,HIPOTECA,6.0,RISCO,B,7500,10.95,0,0.2,N,3
25,67000,ALUGUEL,3.0,MÉDICO,A,7000,8.94,0,0.1,N,2
21,57000,PRÓPRIO,5.0,RISCO,B,8000,10.65,0,0.14,N,2
22,51000,ALUGUEL,6.0,EDUCAÇÃO,A,7500,5.99,0,0.15,N,3
23,140000,PRÓPRIO,6.0,EDUCAÇÃO,C,16400,15.96,0,0.12,N,2
25,60000,HIPOTECA,5.0,RISCO,D,3000,14.59,0,0.05,Y,4
25,69900,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5050,5.42,0,0.07,N,3
25,48000,ALUGUEL,3.0,MÉDICO,C,9000,13.79,0,0.19,Y,2
25,70000,ALUGUEL,2.0,MELHORIA DE CASA,C,7000,13.79,0,0.1,Y,2
26,81000,ALUGUEL,10.0,RISCO,E,21000,16.95,1,0.26,N,2
22,24000,ALUGUEL,0.0,PERSONAL,E,1500,18.79,1,0.06,Y,4
22,90000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,16000,6.03,0,0.18,N,3
25,42900,ALUGUEL,5.0,PERSONAL,A,12000,8.9,0,0.28,N,3
23,65000,HIPOTECA,4.0,EDUCAÇÃO,D,13600,15.62,0,0.21,N,3
24,62400,ALUGUEL,8.0,RISCO,B,20000,11.12,1,0.32,N,2
23,45000,ALUGUEL,0.0,EDUCAÇÃO,C,1775,12.72,0,0.04,N,2
24,45000,HIPOTECA,2.0,MELHORIA DE CASA,B,9200,11.89,0,0.2,N,4
23,130208,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,12.73,0,0.15,N,3
22,23587,ALUGUEL,4.0,MELHORIA DE CASA,B,2000,11.89,1,0.08,N,2
22,69500,HIPOTECA,6.0,MÉDICO,C,6000,13.48,0,0.09,N,3
24,42200,ALUGUEL,5.0,MÉDICO,A,4450,9.32,0,0.11,N,4
25,41412,ALUGUEL,,MÉDICO,B,7600,11.12,0,0.18,N,4
25,45000,ALUGUEL,2.0,PERSONAL,C,11100,13.11,0,0.25,N,2
21,19968,ALUGUEL,4.0,EDUCAÇÃO,C,5000,,1,0.25,N,2
24,42000,HIPOTECA,8.0,RISCO,B,22250,11.11,0,0.53,N,2
21,12000,PRÓPRIO,0.0,EDUCAÇÃO,C,4200,13.48,1,0.35,N,4
22,60000,HIPOTECA,1.0,PERSONAL,C,7500,11.66,0,0.13,N,4
26,80004,HIPOTECA,7.0,PERSONAL,C,7500,15.23,1,0.09,N,4
24,42000,HIPOTECA,5.0,PERSONAL,A,19200,7.9,0,0.46,N,4
24,105804,HIPOTECA,8.0,EDUCAÇÃO,A,15000,7.49,0,0.14,N,2
22,40000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4750,,0,0.12,N,3
23,45000,ALUGUEL,2.0,PERSONAL,B,11200,10.59,0,0.25,N,4
24,52800,ALUGUEL,8.0,PERSONAL,A,9000,7.49,0,0.17,N,4
22,68000,HIPOTECA,6.0,EDUCAÇÃO,A,3500,6.39,0,0.05,N,4
26,58000,HIPOTECA,2.0,MÉDICO,A,3000,6.92,0,0.05,N,2
23,39600,HIPOTECA,8.0,MÉDICO,A,8250,9.32,0,0.21,N,3
22,40000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7000,11.99,0,0.17,N,3
24,72000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,8000,7.88,0,0.11,N,3
24,72000,ALUGUEL,4.0,EDUCAÇÃO,B,15000,10.99,0,0.21,N,2
23,90000,HIPOTECA,6.0,EDUCAÇÃO,A,12000,,0,0.13,N,3
24,51000,HIPOTECA,4.0,EDUCAÇÃO,A,8500,8.94,0,0.17,N,4
26,136000,ALUGUEL,2.0,MELHORIA DE CASA,C,12000,14.72,0,0.09,Y,3
22,50000,ALUGUEL,6.0,EDUCAÇÃO,A,10000,7.88,0,0.2,N,4
23,52360,HIPOTECA,,PERSONAL,D,15000,16.49,0,0.29,Y,2
23,60000,HIPOTECA,6.0,PERSONAL,A,7000,6.54,0,0.12,N,2
25,50000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,6.76,0,0.12,N,2
25,36000,HIPOTECA,3.0,MELHORIA DE CASA,C,7000,12.73,0,0.19,N,4
22,47800,HIPOTECA,5.0,PERSONAL,C,1500,13.43,0,0.03,Y,4
25,61959,ALUGUEL,9.0,EDUCAÇÃO,C,25000,12.73,1,0.4,Y,4
25,49000,ALUGUEL,2.0,EDUCAÇÃO,A,7750,9.63,0,0.16,N,2
24,64000,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,E,12000,17.56,1,0.19,Y,4
21,59000,HIPOTECA,5.0,EDUCAÇÃO,B,5000,9.99,1,0.08,N,3
21,24000,PRÓPRIO,2.0,PERSONAL,B,7000,11.86,0,0.29,N,3
26,64000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,D,8000,12.17,1,0.13,N,2
26,90000,HIPOTECA,3.0,EDUCAÇÃO,C,3200,13.22,0,0.04,N,4
22,54000,ALUGUEL,6.0,RISCO,A,12000,8.49,0,0.22,N,4
25,60000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,7000,9.25,0,0.12,N,4
26,170000,HIPOTECA,0.0,RISCO,B,20000,10.37,0,0.12,N,4
24,33600,HIPOTECA,3.0,PERSONAL,A,2500,8.9,0,0.07,N,3
26,110000,HIPOTECA,1.0,EDUCAÇÃO,B,5000,12.69,0,0.05,N,3
22,22800,HIPOTECA,0.0,EDUCAÇÃO,A,3000,8.94,0,0.13,N,4
24,60000,HIPOTECA,5.0,RISCO,A,14000,7.51,0,0.23,N,4
23,40000,ALUGUEL,3.0,EDUCAÇÃO,B,8000,11.49,0,0.2,N,2
22,34800,ALUGUEL,7.0,RISCO,G,9600,19.16,1,0.28,Y,4
22,30000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,15.27,1,0.5,N,4
25,150000,HIPOTECA,9.0,MELHORIA DE CASA,B,25000,10.37,0,0.17,N,2
21,30000,ALUGUEL,5.0,PERSONAL,B,10000,11.99,1,0.33,N,3
23,86500,HIPOTECA,7.0,PERSONAL,A,14000,7.29,0,0.16,N,3
23,62000,HIPOTECA,7.0,MÉDICO,B,6400,10.08,0,0.1,N,3
23,32535,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,4000,,0,0.12,N,2
26,122000,HIPOTECA,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4800,,0,0.04,Y,2
